Codmun,ESPVIDA,FECTOT,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,RDPC,RIND,RMPOB,RPOB,THEIL,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M15A17CF,T_MULCHEFEFIF014,T_RMAXIDOSO,T_SLUZ,IDHM,IDHM_E,IDHM_L,IDHM_R,MORT1
250860,69.03,2.87,32.82,55.1,92.98,80.17,5.75,8.08,7.8,4.91,25.32,6.79,27.2,14.44,32.34,0.55,15.24,19.8,42.91,58.2,71.33,83.01,289.29,32.72,80.14,128.64,0.55,88.52,88.0,40.51,90.4,98.97,6.68,49.11,39.91,58.76,16.71,27.52,6.61,1.03,0.583,0.469,0.734,0.577,30.4
250870,67.7,2.09,37.66,57.92,91.99,77.8,9.68,9.09,9.24,5.16,30.2,7.69,32.16,16.82,37.58,0.5,29.35,41.37,46.84,68.06,74.47,90.68,202.88,30.21,56.65,110.83,0.5,78.08,64.82,30.5,98.95,98.96,10.64,46.81,35.69,68.96,5.52,31.97,6.07,1.04,0.542,0.429,0.712,0.52,34.9
250880,73.01,2.22,20.58,59.91,95.53,86.72,11.28,9.66,5.88,3.12,27.97,6.78,30.06,13.53,34.83,0.58,14.46,22.19,32.54,48.93,58.16,77.18,378.53,35.34,73.8,127.7,0.66,88.84,83.14,31.98,93.64,98.17,6.31,39.06,25.78,64.25,9.39,24.49,3.53,1.83,0.642,0.533,0.8,0.62,19.1
250890,70.33,2.39,28.44,54.53,93.89,82.41,7.1,8.53,10.13,6.21,27.9,9.27,29.98,17.87,35.09,0.52,15.64,23.11,37.04,52.19,62.94,78.23,305.46,33.22,76.54,124.55,0.52,81.02,81.91,33.81,93.95,99.61,13.47,48.43,35.64,57.35,13.52,20.03,5.19,0.39,0.585,0.453,0.756,0.585,26.4
250900,66.85,2.87,40.97,59.8,91.32,76.25,8.33,8.25,14.83,11.81,35.01,12.06,37.46,21.17,44.82,0.53,32.63,47.86,47.91,66.35,71.04,88.28,225.93,34.55,58.37,104.52,0.56,69.27,57.19,32.99,86.41,98.49,15.79,52.67,39.65,70.06,10.95,32.4,3.33,1.51,0.543,0.426,0.698,0.537,38.0
250905,66.43,3.21,42.68,61.76,90.98,75.47,6.24,7.91,13.23,8.14,33.33,11.71,36.19,23.96,43.79,0.51,28.2,39.42,47.34,61.86,73.97,84.48,209.46,32.08,60.22,108.61,0.51,96.72,72.01,40.41,73.17,99.45,16.1,51.7,40.4,68.09,13.58,31.63,3.88,0.55,0.529,0.408,0.691,0.525,39.6
250910,66.5,2.21,42.38,57.03,91.04,75.61,10.68,9.0,4.46,4.64,35.54,8.99,38.06,17.8,44.36,0.46,19.75,28.71,38.18,54.79,65.7,82.83,250.22,39.63,71.39,123.34,0.4,90.83,81.68,28.8,99.33,99.31,15.95,52.41,38.75,68.92,1.52,28.67,7.95,0.69,0.548,0.429,0.692,0.553,39.3
250915,70.16,2.45,29.02,53.71,93.77,82.11,9.4,9.59,3.93,4.0,27.07,6.22,28.97,11.27,33.65,0.51,17.84,23.69,34.8,49.87,62.62,78.05,299.15,36.18,72.31,127.29,0.51,92.65,86.62,35.58,86.2,99.17,5.96,38.33,25.76,62.87,4.91,11.37,5.49,0.83,0.608,0.512,0.753,0.582,26.9
250920,69.8,2.17,30.19,60.19,93.53,81.5,10.46,8.97,4.26,4.11,30.75,6.23,33.4,12.86,39.46,0.46,18.29,25.47,36.48,52.35,68.63,84.68,247.98,30.89,72.38,131.82,0.4,52.65,53.72,33.12,97.87,99.55,31.98,54.65,39.79,67.52,5.86,28.79,8.93,0.45,0.567,0.441,0.747,0.552,28.0
250930,65.49,2.97,46.62,59.36,90.19,73.72,5.39,8.53,4.57,6.58,27.14,5.84,29.34,13.23,36.03,0.48,20.03,26.07,45.29,60.66,74.99,85.77,219.95,30.35,73.33,122.54,0.44,95.5,89.62,39.14,97.15,98.7,3.48,51.5,42.4,60.28,11.69,37.29,5.53,1.3,0.536,0.427,0.675,0.533,43.3
250933,69.81,2.01,30.16,61.71,93.53,81.52,9.19,8.34,6.98,8.39,31.61,9.38,33.99,14.63,39.97,0.44,19.51,28.83,43.67,62.37,72.45,87.59,217.6,39.95,76.97,124.66,0.33,35.04,27.02,37.53,100.0,99.38,52.59,57.97,43.46,76.24,0.83,18.59,6.4,0.62,0.541,0.4,0.747,0.531,28.0
250937,70.62,1.84,27.52,53.26,94.08,82.9,9.18,7.92,3.98,6.55,41.52,12.61,44.71,18.1,52.21,0.45,13.76,21.54,35.09,47.32,66.0,79.33,271.56,31.18,83.83,138.49,0.4,79.42,68.84,38.9,97.83,98.99,2.75,48.65,34.47,72.78,3.58,12.95,6.51,1.01,0.565,0.419,0.76,0.566,25.5
250939,68.79,2.11,33.66,60.51,92.81,79.75,8.62,9.51,4.45,0.99,28.13,4.91,31.01,14.64,37.89,0.51,27.92,41.41,45.01,63.04,68.67,83.94,230.63,32.69,58.63,105.86,0.51,66.01,61.71,26.1,98.83,99.81,24.0,49.55,36.8,65.93,13.21,44.02,4.32,0.19,0.572,0.474,0.73,0.54,31.2
250940,68.94,2.01,33.12,59.12,92.92,80.02,9.35,8.7,6.37,4.44,32.28,8.37,35.2,17.21,42.05,0.5,24.61,34.38,44.98,61.39,70.51,84.81,227.05,31.23,64.63,112.99,0.48,33.45,31.54,31.63,96.03,99.48,56.9,47.01,35.55,63.5,3.79,37.79,6.17,0.52,0.574,0.481,0.732,0.538,30.7
250950,69.85,2.16,30.02,60.14,93.56,81.59,10.42,9.04,2.96,0.37,25.28,3.26,27.27,7.58,32.63,0.47,25.72,35.66,39.35,52.75,65.4,78.99,238.17,32.54,58.68,115.73,0.44,62.15,67.96,23.03,99.82,99.41,27.31,48.89,35.51,66.73,9.33,33.22,7.9,0.59,0.59,0.505,0.748,0.545,27.8
250960,70.29,2.37,28.59,56.85,93.86,82.34,9.14,8.01,6.25,6.21,29.46,5.73,31.85,14.85,38.33,0.54,23.02,35.48,40.78,61.42,59.88,79.7,292.96,32.35,65.25,106.7,0.59,66.18,65.11,36.62,99.32,99.09,15.82,51.9,33.51,65.85,6.34,23.07,3.42,0.91,0.587,0.463,0.755,0.579,26.5
250970,67.51,2.1,38.39,54.88,91.85,77.46,10.58,9.7,4.01,3.59,27.38,6.57,29.32,12.46,33.95,0.57,13.46,19.56,31.19,46.12,57.69,74.91,392.05,34.68,74.44,130.93,0.6,72.46,71.06,19.35,100.0,99.55,16.55,42.84,28.25,62.21,5.4,21.34,4.21,0.45,0.628,0.558,0.709,0.625,35.6
250980,71.65,2.02,24.39,56.72,94.73,84.58,10.28,7.73,10.5,7.31,35.24,12.24,37.6,18.85,43.34,0.49,18.37,27.34,43.94,66.2,69.82,90.16,242.9,29.52,74.24,120.35,0.44,68.06,69.8,30.8,93.7,98.95,20.81,52.01,38.85,65.22,7.75,30.51,8.74,1.05,0.565,0.423,0.778,0.548,22.6
250990,67.61,2.26,38.0,62.25,91.93,77.64,8.99,9.18,11.99,8.62,38.93,13.08,42.34,25.79,49.87,0.54,33.3,51.31,54.86,74.12,77.11,90.7,198.68,33.17,61.85,101.75,0.54,48.02,41.58,35.64,73.66,99.11,37.06,53.54,43.45,73.09,7.88,28.19,6.5,0.89,0.541,0.432,0.71,0.516,35.2
251000,69.83,2.31,30.09,54.76,93.55,81.56,10.21,8.92,4.47,4.63,31.5,5.96,33.69,17.02,38.97,0.52,31.93,49.55,48.25,71.26,72.01,90.91,213.53,33.29,57.91,104.58,0.52,50.47,56.92,29.18,95.04,99.29,10.19,49.38,37.67,71.71,3.94,26.64,5.55,0.71,0.562,0.449,0.747,0.528,27.9
251010,70.45,2.56,28.07,60.64,93.97,82.61,11.18,9.57,5.71,4.52,28.62,6.43,30.81,12.84,36.47,0.51,20.33,31.07,40.01,55.67,61.86,78.09,287.45,39.26,72.3,115.37,0.5,86.1,81.88,25.46,99.17,99.5,14.98,42.3,29.55,62.39,9.0,35.33,5.76,0.5,0.601,0.498,0.758,0.576,26.0
251020,69.61,2.21,30.82,56.6,93.39,81.18,7.91,7.99,8.07,6.56,31.75,7.02,34.49,13.88,41.8,0.52,23.84,33.24,41.01,59.04,68.06,85.53,255.69,29.27,61.02,116.71,0.55,78.52,67.29,29.05,99.82,98.49,13.94,45.68,31.74,64.62,7.41,28.91,4.17,1.51,0.573,0.453,0.744,0.557,28.6
251030,70.73,2.24,27.18,53.45,94.15,83.08,10.43,9.38,1.59,1.75,24.66,3.88,26.37,4.47,30.9,0.45,13.21,21.34,39.25,57.78,62.04,81.44,272.29,45.67,84.76,127.21,0.37,59.16,59.26,18.85,99.01,99.95,26.64,44.33,27.35,63.21,9.23,12.4,3.12,0.05,0.595,0.488,0.762,0.567,25.2
251040,71.53,1.78,24.74,53.51,94.66,84.39,8.12,9.39,5.24,2.59,33.58,9.47,36.4,19.89,43.3,0.55,30.88,44.33,48.89,66.75,73.89,89.08,220.96,31.71,57.55,105.75,0.59,63.19,57.26,41.64,88.24,99.59,7.57,46.2,36.95,67.39,10.01,12.42,6.52,0.41,0.572,0.452,0.776,0.533,22.9
251050,70.96,1.96,26.46,54.87,94.3,83.47,10.73,8.32,1.86,2.42,19.37,3.22,20.76,5.26,24.41,0.49,28.05,44.93,48.31,70.18,69.5,86.39,217.32,32.75,65.31,107.48,0.49,53.54,64.94,20.86,99.67,99.9,26.91,31.65,22.6,58.04,0.0,26.16,7.16,0.1,0.603,0.54,0.766,0.531,24.5
251060,70.86,2.07,26.8,51.71,94.23,83.28,10.55,6.98,2.39,1.76,22.91,5.98,24.65,8.49,28.46,0.47,13.08,17.79,33.36,48.18,58.69,73.37,305.23,35.67,79.26,131.47,0.39,73.43,75.02,16.01,94.94,99.45,18.75,34.91,22.05,55.62,5.82,18.98,6.52,0.55,0.614,0.518,0.764,0.585,24.8
251065,68.98,2.19,32.99,55.06,92.95,80.08,10.75,9.27,2.08,1.47,20.85,7.86,22.35,5.05,25.1,0.49,22.47,38.33,34.6,57.03,56.6,74.79,300.27,33.98,60.93,117.87,0.52,60.7,66.05,19.1,95.02,99.8,17.48,49.5,30.85,65.52,8.42,34.57,1.96,0.2,0.584,0.467,0.733,0.583,30.6
251070,72.41,1.95,22.22,54.43,95.19,85.79,9.54,10.74,6.54,8.18,29.23,8.77,30.73,15.79,36.18,0.51,20.72,25.73,38.25,48.82,66.0,83.48,270.29,31.72,67.7,118.41,0.5,58.78,84.04,33.3,80.44,98.64,7.98,35.43,24.0,57.02,0.0,32.87,5.69,1.36,0.62,0.534,0.79,0.566,20.6
251080,74.26,1.88,16.53,49.07,96.16,88.43,7.92,10.14,5.07,4.04,18.42,5.69,19.51,8.65,22.69,0.56,5.38,9.05,18.86,30.37,47.06,63.29,508.52,38.89,89.33,154.28,0.56,95.65,93.7,31.75,97.54,99.57,2.38,27.22,18.48,45.08,6.62,18.44,4.71,0.43,0.701,0.628,0.821,0.667,15.27
251090,69.79,1.69,30.24,47.83,93.52,81.48,8.88,9.25,3.63,4.68,32.2,8.42,34.46,18.67,40.21,0.49,13.38,20.73,33.87,52.43,58.65,77.54,308.48,39.27,78.26,128.35,0.46,57.19,61.22,31.83,98.4,99.64,12.89,47.73,31.54,71.01,9.73,23.61,2.21,0.36,0.587,0.461,0.747,0.587,28.0
251100,70.68,1.97,27.34,55.37,94.12,83.0,8.41,9.34,4.39,4.18,25.55,7.07,27.62,11.96,32.78,0.5,27.49,41.45,45.9,62.35,71.39,84.76,219.29,31.66,61.94,111.52,0.5,80.24,73.53,36.2,98.66,99.09,8.37,39.81,30.3,60.2,1.83,16.87,4.96,0.91,0.599,0.532,0.761,0.532,25.3
251110,68.96,2.22,33.05,54.73,92.94,80.06,10.17,9.31,5.19,3.09,27.76,6.13,29.6,11.34,35.26,0.49,18.06,24.02,38.47,54.5,67.23,83.37,267.79,36.86,75.16,127.37,0.45,45.91,52.94,24.35,98.85,99.45,30.35,51.09,36.01,67.87,16.25,18.85,4.37,0.55,0.574,0.458,0.733,0.564,30.6
251120,71.23,2.21,25.64,54.23,94.47,83.9,7.6,9.32,8.38,4.69,30.27,9.1,32.65,16.83,38.39,0.53,21.35,30.81,41.27,55.45,65.97,80.65,273.39,35.03,67.51,114.65,0.52,82.67,65.57,37.38,99.7,99.89,21.85,45.21,34.1,61.13,6.11,17.9,5.76,0.11,0.59,0.468,0.771,0.568,23.8
251130,69.17,1.74,32.34,49.74,93.08,80.41,9.61,9.39,6.14,4.23,29.26,7.21,31.32,15.26,36.4,0.53,17.94,23.58,35.0,49.29,60.46,77.63,321.21,31.7,66.46,121.65,0.51,76.67,75.6,29.81,92.38,99.05,11.2,36.53,26.08,57.33,8.24,16.94,5.75,0.95,0.621,0.55,0.736,0.593,30.0
251140,69.7,2.45,30.53,58.2,93.45,81.33,10.06,8.98,3.38,2.76,24.66,5.23,26.46,8.91,31.21,0.53,16.61,25.23,33.95,50.24,61.4,76.9,326.53,36.26,71.93,129.43,0.54,70.7,72.79,26.19,99.49,99.61,19.91,42.38,29.57,62.44,8.23,23.56,5.66,0.39,0.608,0.506,0.745,0.596,28.3
251150,71.52,2.34,24.78,55.97,94.65,84.37,8.61,9.36,8.81,6.06,31.64,10.47,33.96,17.32,39.4,0.49,20.96,28.68,41.05,56.55,72.62,85.68,236.08,29.07,67.85,122.37,0.47,69.71,67.88,32.69,94.73,98.16,23.85,47.5,40.14,63.28,4.81,27.35,8.44,1.84,0.579,0.461,0.775,0.544,23.0
251160,70.99,2.21,26.39,61.6,94.31,83.5,8.33,7.94,10.29,8.27,36.17,9.71,38.64,18.58,47.13,0.59,25.54,37.58,46.12,62.17,74.76,86.31,259.0,33.69,63.19,113.25,0.64,69.76,58.1,39.6,95.48,99.66,27.46,49.57,40.86,67.67,9.04,27.34,7.53,0.34,0.56,0.409,0.767,0.559,24.5
251170,73.14,2.11,20.22,57.4,95.61,86.92,9.04,7.79,3.6,3.86,33.23,9.41,36.13,19.25,42.94,0.43,16.97,24.4,40.66,57.79,71.28,86.32,218.98,31.45,73.36,124.87,0.34,75.37,73.33,41.59,99.61,99.88,9.31,54.22,43.59,67.85,2.95,45.99,8.06,0.12,0.564,0.421,0.802,0.532,18.7
251180,69.69,2.17,30.55,57.1,93.45,81.32,9.97,8.54,6.76,5.12,29.9,6.04,32.2,12.3,38.44,0.52,22.85,35.88,39.96,56.55,65.98,79.36,270.98,34.69,65.87,117.66,0.51,82.41,74.26,32.04,97.87,99.53,13.68,41.27,31.0,58.99,5.85,22.62,8.43,0.47,0.595,0.499,0.745,0.566,28.3
251190,70.2,2.88,28.88,57.57,93.8,82.18,5.05,8.99,8.39,6.63,27.59,10.36,29.48,15.3,34.36,0.51,22.04,31.35,47.7,63.18,73.96,87.95,227.76,39.14,74.74,116.51,0.45,74.79,78.59,35.55,76.3,98.87,10.3,47.0,39.32,61.84,20.74,34.8,6.14,1.13,0.57,0.456,0.753,0.538,26.8
251200,71.73,2.37,24.16,60.88,94.78,84.71,9.57,9.1,3.26,2.51,25.15,4.84,27.16,9.98,32.26,0.46,17.66,27.88,38.75,58.53,64.87,83.3,253.75,37.91,75.56,124.28,0.4,59.59,61.66,27.63,96.86,99.7,27.6,49.0,35.34,67.49,11.3,24.85,5.45,0.3,0.591,0.477,0.779,0.556,22.4
251203,67.14,1.91,39.82,59.35,91.56,76.79,8.1,9.02,12.65,7.11,36.46,12.36,39.54,18.67,47.15,0.49,31.41,45.76,50.83,66.68,75.33,88.05,186.82,32.94,59.53,102.99,0.46,79.92,52.58,39.15,100.0,99.62,20.93,49.25,39.8,69.6,9.57,24.51,7.69,0.38,0.525,0.408,0.702,0.506,36.9
251207,72.82,1.69,21.09,55.76,95.43,86.43,11.87,9.26,3.7,2.76,27.03,4.15,28.91,7.39,33.43,0.45,16.72,29.44,32.12,51.83,57.98,79.91,291.18,36.19,71.07,128.25,0.42,69.08,77.4,26.03,100.0,99.71,7.25,39.83,24.56,60.53,4.42,24.62,5.23,0.29,0.612,0.497,0.797,0.578,19.5
251210,72.22,1.79,22.75,49.74,95.08,85.49,10.5,9.03,3.68,2.78,26.08,5.64,27.82,13.19,32.4,0.54,10.22,15.39,26.6,40.32,55.34,74.56,401.6,41.49,81.53,139.47,0.54,82.43,85.65,29.28,96.4,99.37,4.25,42.15,30.46,61.29,9.43,17.22,4.86,0.63,0.634,0.515,0.787,0.629,21.1
251220,71.31,2.54,25.41,56.79,94.52,84.03,11.34,10.04,3.59,2.43,23.49,5.71,25.1,11.66,29.42,0.44,15.15,20.05,33.64,46.58,59.57,76.74,271.47,41.77,78.94,127.5,0.35,76.55,79.38,27.76,95.94,98.9,16.41,38.13,23.09,61.6,14.69,11.83,4.1,1.1,0.608,0.514,0.772,0.566,23.5
251230,68.19,1.68,35.84,55.08,92.36,78.68,8.78,9.55,4.96,4.27,25.33,4.69,27.34,10.32,33.09,0.47,13.22,24.96,25.97,40.56,52.26,71.42,334.74,33.02,68.97,134.5,0.44,77.96,74.58,24.43,97.49,99.42,11.47,41.57,25.53,58.82,6.57,20.37,2.85,0.58,0.606,0.514,0.72,0.6,33.2
251240,70.23,2.09,28.78,57.19,93.82,82.23,9.09,10.24,3.9,2.39,21.59,3.15,23.27,6.63,28.12,0.45,13.76,20.01,33.32,49.93,60.4,78.92,283.93,37.04,79.27,130.96,0.38,61.74,67.39,26.19,94.44,99.58,10.81,36.37,24.36,57.01,6.56,20.77,4.54,0.42,0.617,0.542,0.754,0.574,26.7
251250,72.73,2.19,17.19,54.81,95.46,86.5,8.56,8.95,4.84,4.39,22.56,5.01,24.26,9.4,28.93,0.46,14.47,21.27,31.78,46.61,59.09,75.37,292.5,35.34,76.39,133.35,0.4,73.21,75.4,28.03,96.51,99.8,17.35,41.78,29.48,55.92,3.42,27.15,4.4,0.2,0.608,0.489,0.796,0.578,21.33
251260,69.2,2.4,32.21,53.48,93.11,80.48,8.18,10.48,3.55,5.45,26.24,6.31,28.26,11.02,33.59,0.46,17.4,27.03,34.31,53.4,59.96,76.54,267.39,31.84,68.34,122.79,0.39,47.67,31.97,46.02,99.14,99.63,42.78,33.26,20.23,57.62,0.0,36.22,5.05,0.37,0.622,0.579,0.737,0.564,29.9
251270,72.83,2.15,21.05,61.26,95.44,86.45,10.94,9.31,5.63,4.81,30.7,7.68,32.98,15.5,39.05,0.55,18.74,28.29,38.78,55.66,62.13,78.33,319.14,33.9,70.44,117.76,0.58,78.76,74.36,31.91,98.05,98.87,15.6,49.08,36.05,66.24,6.93,23.18,7.83,1.13,0.607,0.474,0.797,0.592,19.5
251272,70.21,2.29,28.84,67.1,93.81,82.2,11.26,8.95,10.24,7.27,42.86,14.01,46.13,26.68,53.02,0.51,26.94,40.55,48.88,67.26,73.96,91.43,215.39,32.13,64.5,109.68,0.51,64.97,60.96,26.59,68.45,99.2,33.59,59.62,47.08,73.1,6.24,23.74,9.81,0.8,0.542,0.399,0.754,0.529,26.7
251274,70.75,1.97,27.14,60.18,94.16,83.1,9.15,9.66,2.44,2.46,31.48,4.4,34.24,16.84,41.81,0.49,31.13,44.84,47.37,64.66,76.03,87.33,197.04,29.93,56.93,111.84,0.5,70.43,75.6,27.8,85.9,100.0,15.83,47.34,36.44,69.38,11.98,35.41,7.11,0.0,0.574,0.481,0.763,0.515,25.2
251275,68.26,2.73,35.57,59.05,92.42,78.81,10.15,9.06,15.0,7.55,35.81,11.07,38.58,20.36,44.68,0.49,19.06,26.59,40.26,56.44,67.85,85.32,262.31,26.85,69.93,124.29,0.48,58.48,54.86,27.48,93.04,99.14,37.23,53.57,41.31,64.99,0.0,47.13,5.09,0.86,0.553,0.417,0.721,0.561,33.0
251276,69.89,2.23,29.89,57.55,93.59,81.66,9.08,9.14,6.33,4.07,33.63,11.45,36.25,18.68,41.56,0.49,25.33,40.01,43.06,61.01,71.89,87.86,225.44,33.61,63.7,117.13,0.47,39.74,67.66,32.29,74.11,99.14,23.44,51.34,38.37,71.73,7.56,25.18,8.22,0.86,0.555,0.426,0.748,0.537,27.7
251278,69.12,2.46,32.52,57.69,93.05,80.32,8.25,8.72,0.68,2.7,24.64,5.12,26.8,11.26,31.94,0.43,12.35,16.39,33.46,50.48,62.92,76.15,275.73,46.77,84.36,139.46,0.33,61.52,62.31,36.08,100.0,98.32,22.73,42.64,32.15,63.54,4.57,46.65,2.08,1.68,0.594,0.502,0.735,0.569,30.2
251280,70.14,1.85,29.06,48.36,93.76,82.09,8.0,7.89,5.11,6.21,32.64,8.69,35.0,16.28,41.58,0.44,16.29,21.91,37.61,51.56,70.48,83.5,239.15,38.92,80.24,133.28,0.36,61.03,65.94,37.93,92.86,99.59,12.44,44.24,32.86,69.95,6.39,21.66,3.47,0.41,0.568,0.447,0.752,0.546,26.9
251290,69.51,2.14,31.17,51.79,93.32,81.0,9.05,8.68,10.28,7.1,26.56,9.15,28.26,15.98,32.53,0.5,21.53,29.6,40.28,57.37,64.34,80.09,264.5,28.61,65.96,116.89,0.48,60.38,77.35,26.58,91.7,98.43,14.01,43.5,33.17,55.66,9.52,23.21,7.15,1.57,0.585,0.48,0.742,0.562,28.9
251300,69.31,2.31,31.85,63.47,93.18,80.66,9.18,9.16,5.72,3.41,33.02,6.64,35.7,14.58,42.37,0.46,23.95,34.66,42.28,62.06,69.93,85.07,217.39,35.13,65.89,115.52,0.42,34.59,39.12,35.77,75.24,98.61,30.39,46.45,33.94,66.29,12.29,28.1,6.82,1.39,0.563,0.454,0.739,0.531,29.5
251310,71.2,2.22,25.74,62.06,94.45,83.85,12.56,8.25,10.61,6.88,36.87,13.41,39.54,21.87,44.92,0.5,27.29,38.1,45.74,65.61,72.64,89.34,217.45,30.23,60.62,111.25,0.48,63.82,58.06,32.44,96.02,98.87,29.57,53.68,40.59,72.96,9.79,18.4,8.41,1.13,0.568,0.448,0.77,0.531,23.8
251315,66.94,2.11,40.61,65.09,91.4,76.42,9.45,8.49,7.24,5.16,35.61,10.18,38.98,16.77,46.24,0.48,27.85,40.43,50.59,68.65,74.96,90.7,197.49,37.13,67.05,108.04,0.43,1.22,3.26,35.15,90.69,99.36,66.5,56.87,43.12,75.14,3.72,70.77,4.22,0.64,0.525,0.402,0.699,0.515,37.7
251320,71.73,1.85,24.16,53.96,94.78,84.71,13.95,10.42,3.98,1.95,28.18,5.16,29.86,10.71,33.92,0.46,21.34,35.01,30.87,49.7,54.4,75.62,291.16,33.77,57.66,118.85,0.44,86.85,82.71,26.9,97.57,99.6,6.28,39.03,21.86,65.02,10.73,11.58,4.79,0.4,0.618,0.523,0.779,0.578,22.4
251330,72.16,1.69,22.93,55.31,95.04,85.39,12.24,10.11,3.39,3.48,26.11,6.68,27.99,10.49,31.86,0.5,20.78,31.88,36.89,59.0,62.36,84.19,277.52,33.37,64.75,118.42,0.49,76.2,77.9,25.92,98.5,99.17,7.58,42.51,26.03,62.71,4.4,19.23,6.49,0.83,0.609,0.504,0.786,0.57,21.3
251335,67.35,2.08,39.01,53.2,91.72,77.16,7.32,9.12,6.5,5.74,32.15,8.83,34.92,21.17,42.46,0.55,29.62,42.71,48.87,67.43,76.01,88.04,229.72,35.35,62.9,111.7,0.59,62.69,45.74,36.92,88.39,94.3,11.92,40.59,31.13,63.84,3.06,28.57,5.39,5.7,0.572,0.492,0.706,0.54,36.2
251340,73.23,1.74,19.99,53.24,95.66,87.06,10.72,9.78,4.41,4.01,20.02,5.8,21.25,9.5,24.4,0.51,9.9,15.7,28.12,44.89,52.22,69.81,379.3,35.96,81.56,135.61,0.49,92.99,83.93,27.12,97.43,99.36,4.87,29.14,20.15,48.72,6.4,17.28,6.66,0.64,0.682,0.635,0.804,0.62,18.5
251350,70.36,2.17,28.37,54.34,93.9,82.45,7.63,7.85,10.64,6.63,36.29,9.77,39.08,19.54,46.81,0.54,38.59,51.57,58.22,73.5,80.61,91.82,166.28,27.85,54.18,92.68,0.59,71.35,43.92,42.75,95.97,99.41,10.68,55.38,47.29,72.6,3.0,18.11,6.97,0.59,0.535,0.414,0.756,0.488,26.3
251360,71.3,1.76,25.44,53.91,94.51,84.01,10.51,9.4,9.01,5.9,35.17,7.59,37.73,18.18,44.35,0.48,19.46,30.36,36.73,55.03,61.34,80.57,274.26,31.44,67.31,120.73,0.47,75.24,62.79,34.29,64.43,99.46,17.02,39.91,27.94,62.52,5.73,7.64,5.49,0.54,0.594,0.479,0.772,0.568,23.6
251365,70.91,1.6,26.62,51.24,94.27,83.38,9.83,10.45,9.04,3.9,35.85,8.21,38.54,13.45,45.18,0.44,15.45,25.26,34.96,50.54,67.07,77.56,249.67,36.24,78.14,137.66,0.38,81.2,71.33,30.67,100.0,99.46,16.48,32.97,24.55,59.17,0.0,21.0,8.18,0.54,0.622,0.568,0.765,0.553,24.7
251370,71.43,2.12,22.95,50.24,94.5,83.97,6.72,8.95,6.24,3.96,20.61,6.14,22.01,9.98,25.63,0.46,8.91,14.37,26.14,40.33,55.93,72.17,328.16,30.72,82.45,143.53,0.38,88.41,82.63,31.72,93.47,99.5,11.6,35.82,25.48,48.17,11.06,21.35,4.78,0.5,0.627,0.534,0.774,0.597,21.18
251380,74.19,1.71,17.55,55.76,96.18,88.48,9.87,10.14,2.74,2.23,27.14,5.23,29.29,13.51,33.84,0.59,23.26,36.77,37.24,56.39,66.46,84.08,306.95,31.66,58.29,120.06,0.7,69.78,68.56,34.15,99.58,99.89,4.05,46.79,33.69,66.24,3.35,14.45,7.53,0.11,0.627,0.513,0.82,0.586,16.2
251385,72.79,2.08,21.17,49.46,95.41,86.38,11.71,9.35,3.23,3.59,27.15,2.8,29.21,7.39,33.87,0.47,15.9,21.23,32.13,48.34,61.87,77.8,273.72,30.78,68.51,128.19,0.42,2.14,16.55,12.92,100.0,99.76,66.34,43.15,24.08,70.45,14.54,23.78,8.44,0.24,0.6,0.476,0.797,0.568,19.6
251390,71.16,1.86,25.86,47.53,94.43,83.79,6.22,8.32,9.63,8.82,33.59,10.47,35.69,21.75,42.05,0.47,7.37,10.89,28.67,40.63,59.08,74.54,328.99,43.38,92.44,148.0,0.4,84.69,86.31,37.51,97.54,99.88,3.66,54.0,37.58,71.82,2.68,24.55,3.73,0.12,0.58,0.424,0.769,0.597,24.0
251392,72.22,2.27,22.75,56.09,95.08,85.49,11.24,9.52,1.06,3.15,32.8,4.96,35.07,18.79,41.42,0.46,11.0,20.56,36.03,57.93,62.52,83.68,286.99,40.86,87.15,134.32,0.39,76.23,75.92,29.65,98.14,99.81,10.56,40.02,24.22,68.24,5.27,15.23,5.83,0.19,0.606,0.491,0.787,0.575,21.1
251394,71.38,2.11,25.2,56.94,94.56,84.14,11.94,8.52,2.81,1.99,23.81,5.58,25.77,8.25,29.62,0.47,14.03,23.71,28.06,47.92,52.5,74.11,341.56,41.18,74.85,133.46,0.42,62.2,75.76,29.2,99.22,99.27,9.17,52.82,31.76,71.16,5.89,20.76,5.14,0.73,0.589,0.438,0.773,0.603,23.4
251396,70.21,1.85,28.84,53.41,93.81,82.2,12.22,8.93,7.29,7.19,38.55,6.67,40.88,23.51,47.42,0.46,18.6,26.71,34.76,47.78,67.33,87.44,253.36,33.97,69.24,131.67,0.39,49.58,51.12,25.95,90.79,99.21,16.78,53.98,37.3,76.49,6.73,20.44,8.53,0.79,0.548,0.394,0.754,0.555,26.7
