Codmun,ESPVIDA,FECTOT,MORT5,RAZDEP,SOBRE40,SOBRE60,T_ENV,E_ANOSESTUDO,T_ANALF11A14,T_ANALF15A17,T_ANALF15M,T_ANALF18A24,T_ANALF18M,T_ANALF25A29,T_ANALF25M,GINI,PIND,PINDCRI,PMPOB,PMPOBCRI,PPOB,PPOBCRI,RDPC,RIND,RMPOB,RPOB,THEIL,T_AGUA,T_BANAGUA,T_DENS,T_LIXO,T_LUZ,AGUA_ESGOTO,T_FUNDIN_TODOS,T_FUNDIN_TODOS_MMEIO,T_FUNDIN18MINF,T_M15A17CF,T_MULCHEFEFIF014,T_RMAXIDOSO,T_SLUZ,IDHM,IDHM_E,IDHM_L,IDHM_R,MORT1
421880,77.01,1.5,12.8,39.92,95.19,86.26,7.81,10.08,1.04,0.77,4.7,1.13,4.99,1.07,5.8,0.4,0.0,0.0,1.04,1.87,8.2,13.4,810.85,0.0,109.16,203.68,0.27,79.46,98.97,9.06,97.85,100.0,0.0,25.49,3.61,33.54,3.29,17.73,0.64,0.0,0.74,0.631,0.867,0.742,10.9
421885,74.37,2.21,16.96,46.38,93.7,82.51,10.82,11.13,0.48,1.19,9.81,0.6,10.49,0.0,12.31,0.37,1.52,1.98,4.58,7.43,12.75,21.63,634.81,40.36,87.46,161.77,0.25,87.3,93.83,6.64,98.73,98.71,0.57,32.09,5.61,46.65,3.97,5.9,0.95,1.29,0.705,0.606,0.823,0.703,14.5
421890,74.4,2.09,16.89,47.8,93.72,82.57,8.01,9.73,1.05,1.15,6.56,1.34,7.0,2.24,8.07,0.52,1.31,2.24,8.29,18.04,27.0,46.08,713.25,50.13,104.8,177.3,0.49,82.85,97.16,15.2,99.6,99.83,0.0,33.74,13.47,41.38,2.63,22.05,1.56,0.17,0.694,0.562,0.823,0.722,14.4
421895,74.4,1.68,16.89,44.3,93.72,82.57,9.31,10.84,0.65,1.42,6.97,1.85,7.4,1.1,8.16,0.42,1.85,5.26,10.58,20.3,33.42,52.0,508.79,40.48,111.24,170.94,0.31,78.44,96.43,8.64,99.84,99.53,0.08,37.09,17.12,50.41,18.12,10.81,2.52,0.47,0.699,0.622,0.823,0.667,14.4
421900,77.54,1.43,12.04,37.66,95.46,86.98,9.21,10.28,0.77,0.45,3.24,0.68,3.4,0.89,3.92,0.4,0.51,1.14,2.46,5.48,6.85,13.97,883.42,28.49,96.0,170.49,0.28,91.52,99.61,9.72,99.69,100.0,0.0,20.55,2.94,34.46,3.3,7.26,0.39,0.0,0.772,0.695,0.876,0.756,10.3
421910,74.59,2.19,16.57,47.91,93.83,82.85,8.38,7.91,1.59,0.87,8.49,1.02,9.21,1.09,10.77,0.45,2.43,3.5,7.44,11.55,24.43,38.26,655.53,44.71,83.14,169.15,0.37,77.39,96.17,10.8,100.0,98.67,1.77,40.05,14.72,47.26,4.44,12.44,0.6,1.33,0.686,0.551,0.827,0.708,14.2
421915,72.42,2.0,20.5,48.34,92.45,79.55,8.37,7.93,5.09,2.05,13.86,3.5,14.73,5.05,16.63,0.5,11.21,17.06,24.28,41.91,48.16,71.8,419.74,18.29,66.13,134.45,0.46,81.13,86.49,11.34,99.22,99.25,1.51,46.95,27.53,59.95,1.49,9.22,3.04,0.75,0.629,0.495,0.79,0.636,17.5
421917,73.06,2.21,19.27,48.64,92.88,80.55,6.43,10.3,0.25,0.7,6.93,1.1,7.48,1.61,8.79,0.43,1.08,0.95,7.79,13.7,25.45,39.57,642.6,37.36,97.54,174.84,0.34,84.68,98.29,16.51,96.27,99.66,0.32,26.2,10.5,36.39,10.97,17.23,0.86,0.34,0.718,0.656,0.801,0.705,16.5
421920,73.1,2.03,19.2,46.14,92.91,80.61,7.15,10.21,1.33,0.77,8.48,1.94,9.17,2.55,10.6,0.41,0.87,1.09,5.06,9.56,15.35,24.75,744.1,6.24,94.53,167.4,0.29,80.85,97.53,14.88,99.61,100.0,0.93,38.45,9.78,39.58,12.93,6.82,0.34,0.0,0.7,0.588,0.802,0.728,16.4
421930,76.42,1.85,13.66,40.76,94.88,85.46,6.35,10.49,0.9,0.82,3.55,0.47,3.75,0.8,4.48,0.47,0.35,0.55,1.76,3.85,10.32,19.13,978.07,36.45,99.47,196.25,0.39,95.51,98.55,11.48,99.83,99.92,0.11,19.41,4.31,23.8,5.07,13.87,0.59,0.08,0.764,0.675,0.857,0.772,11.7
421935,75.44,2.25,15.18,51.1,94.33,84.08,7.14,9.96,1.61,1.49,7.91,2.38,8.53,3.15,9.89,0.52,10.76,16.16,15.84,23.99,31.86,46.37,599.02,17.33,49.8,125.62,0.53,91.04,88.4,14.5,93.64,99.85,6.04,36.85,11.5,50.28,5.74,22.15,1.11,0.15,0.673,0.522,0.841,0.694,13.0
421940,77.18,2.16,12.54,43.94,95.28,86.5,7.86,7.35,1.5,1.42,4.85,0.99,5.13,2.92,5.91,0.43,2.42,6.54,6.07,12.95,13.23,24.72,796.45,34.73,87.54,158.3,0.37,89.08,99.15,11.27,99.02,100.0,0.76,35.87,9.74,44.65,0.0,14.21,0.69,0.0,0.71,0.557,0.87,0.739,10.7
421950,76.67,1.75,13.29,42.28,95.01,85.81,7.0,10.02,0.87,0.65,5.62,0.76,6.0,1.26,7.13,0.48,1.77,2.88,5.55,10.2,15.18,25.56,906.11,36.54,85.21,157.71,0.43,68.94,98.0,14.53,98.54,99.17,0.61,20.01,6.67,27.11,6.12,15.34,1.0,0.83,0.775,0.711,0.861,0.76,11.3
421960,76.63,1.79,13.36,38.99,94.99,85.74,9.44,10.48,1.27,0.96,6.47,1.07,6.83,1.06,7.83,0.47,0.4,0.89,3.42,6.34,11.67,19.6,973.81,31.6,109.54,179.52,0.37,86.94,98.4,5.05,100.0,99.63,0.4,26.64,4.26,47.51,7.83,10.96,0.34,0.37,0.749,0.632,0.861,0.772,11.4
421970,77.23,1.95,12.48,41.36,95.31,86.56,7.2,10.5,0.69,1.06,5.7,0.75,6.03,1.17,7.17,0.43,1.23,2.63,3.48,7.36,16.49,28.04,783.29,36.49,91.36,184.87,0.34,94.32,95.61,12.15,98.31,99.44,2.62,28.26,9.17,30.26,9.74,8.54,1.44,0.56,0.752,0.662,0.871,0.737,10.6
421985,78.07,2.02,11.31,45.26,95.73,87.67,7.59,10.68,0.54,1.16,7.17,0.61,7.66,1.15,8.96,0.42,0.27,0.63,3.15,8.02,9.67,20.13,861.63,40.0,89.05,167.86,0.32,96.08,99.91,9.36,99.58,99.91,0.09,21.63,3.17,28.34,2.72,12.02,0.3,0.09,0.761,0.661,0.885,0.752,9.6
430003,76.14,1.91,14.09,48.9,94.72,85.06,8.99,9.88,0.29,0.47,6.4,1.09,6.8,2.22,7.78,0.53,2.34,4.47,13.65,24.31,36.14,54.95,633.63,40.1,94.14,159.76,0.5,63.06,89.13,24.63,100.0,99.04,5.1,39.99,19.23,49.57,9.56,15.36,2.28,0.96,0.687,0.541,0.852,0.703,12.0
430005,76.0,1.95,13.36,45.3,94.78,85.05,9.35,10.51,1.17,1.49,5.42,1.43,5.72,0.75,6.52,0.68,0.48,0.61,6.62,13.63,16.6,30.9,1491.17,15.89,110.41,167.8,0.87,74.76,99.27,6.79,99.37,100.0,0.34,31.51,5.94,54.1,0.0,5.27,0.35,0.0,0.75,0.59,0.85,0.84,11.4
430010,75.84,1.61,14.55,43.22,94.56,84.65,11.03,7.95,0.88,1.23,6.78,1.5,7.14,1.01,8.07,0.52,3.91,6.98,8.71,16.02,21.06,38.0,861.06,29.93,75.18,147.83,0.5,88.17,94.06,11.52,98.77,99.59,1.01,37.64,11.44,44.47,3.61,14.75,1.25,0.41,0.694,0.524,0.847,0.752,12.4
430020,75.98,1.49,14.33,46.62,94.64,84.85,13.4,11.1,1.43,1.83,5.14,0.82,5.33,1.5,6.01,0.47,0.84,1.11,3.62,5.88,14.48,25.18,925.7,45.54,97.36,174.86,0.4,93.24,98.93,9.54,97.76,99.77,0.24,31.2,7.91,49.02,3.51,8.42,1.07,0.23,0.753,0.658,0.85,0.763,12.2
430030,76.13,1.58,13.18,47.97,94.85,85.22,14.79,11.36,1.3,0.78,7.86,2.77,8.37,2.29,8.99,0.49,9.48,22.0,16.76,35.41,32.15,54.42,561.62,33.58,67.68,133.06,0.5,94.42,93.19,11.73,100.0,98.71,2.74,43.58,15.07,66.28,1.19,9.49,1.67,1.29,0.672,0.522,0.852,0.683,11.3
430040,75.93,1.74,13.47,46.34,94.74,84.94,10.68,10.98,0.96,0.78,5.92,1.19,6.3,1.58,7.23,0.52,2.74,5.1,9.47,18.69,27.39,45.97,705.29,35.4,89.85,162.36,0.49,96.94,95.97,20.26,99.46,99.19,0.99,21.57,8.51,32.31,9.61,12.7,2.53,0.81,0.74,0.664,0.849,0.72,11.5
430045,74.07,1.65,16.4,48.54,93.65,82.21,13.95,11.4,1.87,1.38,10.02,2.24,10.62,1.9,11.54,0.53,6.0,14.03,12.57,26.95,28.1,48.0,692.76,41.58,75.43,145.55,0.52,88.46,89.52,8.05,99.64,99.62,6.7,41.3,12.41,48.89,0.0,7.83,1.09,0.38,0.695,0.572,0.818,0.717,14.0
430047,74.67,1.36,15.4,40.14,94.02,83.12,11.32,10.22,2.38,0.91,4.27,1.63,4.5,1.27,4.88,0.44,1.19,3.62,7.16,16.63,15.17,30.06,760.16,54.68,105.92,159.37,0.35,76.79,99.5,3.33,100.0,100.0,0.4,31.27,6.19,30.97,4.94,6.55,1.91,0.0,0.74,0.669,0.828,0.732,13.2
430050,72.69,2.02,18.79,47.04,92.78,80.09,11.62,10.27,1.9,1.62,12.73,1.55,13.54,3.09,15.33,0.49,6.06,12.09,12.75,25.16,29.13,51.63,625.11,31.5,71.15,145.81,0.45,89.77,89.64,13.94,89.7,99.32,3.57,40.71,12.26,63.62,0.0,10.18,2.02,0.68,0.671,0.543,0.795,0.7,16.1
430055,76.52,1.64,12.61,43.29,95.06,85.78,11.42,10.36,1.94,0.0,7.36,1.91,7.86,1.82,8.69,0.48,2.38,4.96,6.55,14.91,15.89,28.98,880.85,44.91,88.13,148.49,0.42,89.89,99.01,8.61,92.71,99.89,0.68,30.23,5.56,48.16,0.0,2.95,0.86,0.11,0.747,0.642,0.859,0.756,10.8
430057,78.14,1.34,10.42,42.22,95.89,87.98,13.75,9.73,0.63,2.76,2.69,0.0,2.69,1.0,3.08,0.29,0.72,0.54,1.53,2.51,5.53,10.46,802.2,19.87,67.57,174.49,0.16,93.19,98.51,2.62,100.0,100.0,0.37,31.49,3.11,39.81,0.0,13.49,0.35,0.0,0.734,0.603,0.886,0.74,8.9
430060,77.41,2.23,11.36,46.86,95.54,87.02,5.67,9.03,1.64,1.5,3.93,1.03,4.15,1.22,4.81,0.43,2.15,4.31,7.32,14.14,23.66,38.62,600.48,41.63,89.43,168.25,0.34,98.9,96.8,27.08,99.34,99.85,0.58,22.76,9.34,29.46,8.78,25.78,0.9,0.15,0.699,0.564,0.874,0.694,9.77
430063,73.13,2.14,17.99,47.2,93.07,80.78,8.75,9.7,2.63,0.58,12.05,0.57,12.92,2.9,15.19,0.44,3.71,6.42,16.6,28.98,33.99,55.1,499.77,47.01,94.95,148.5,0.35,92.22,91.82,17.9,98.81,97.82,0.82,49.09,20.21,48.14,5.47,14.32,1.11,2.18,0.624,0.457,0.802,0.664,15.4
430064,73.54,2.28,17.28,47.28,93.33,81.41,7.48,10.17,2.17,1.4,11.41,1.05,12.25,1.78,14.24,0.58,5.58,7.02,16.67,22.94,38.2,52.37,611.2,38.39,86.73,153.25,0.62,88.67,91.62,15.21,95.92,99.7,2.8,39.27,19.8,50.25,12.71,20.75,1.21,0.3,0.682,0.562,0.809,0.697,14.8
430066,75.19,1.92,15.58,47.22,94.19,83.72,12.25,10.38,0.0,1.85,6.67,1.72,6.95,2.56,7.7,0.5,0.83,1.06,6.76,12.45,25.47,42.84,792.19,54.28,106.28,180.95,0.45,95.53,99.54,10.08,100.0,99.84,0.16,38.94,14.29,42.34,4.98,5.06,1.81,0.16,0.72,0.605,0.837,0.738,13.3
430070,77.08,1.34,11.83,42.26,95.36,86.55,14.03,10.37,0.98,0.0,5.62,1.18,5.96,1.0,6.63,0.34,0.5,1.76,1.87,4.92,7.53,15.17,810.41,49.0,105.72,195.94,0.2,95.54,99.54,3.31,99.63,100.0,0.05,32.36,2.56,43.08,2.07,3.52,0.48,0.0,0.74,0.63,0.868,0.742,10.1
430080,75.07,1.41,15.78,40.96,94.12,83.55,11.31,10.56,1.01,0.32,4.82,1.16,5.11,0.44,5.75,0.41,0.35,0.82,1.14,2.85,7.03,14.12,1004.85,61.88,95.61,182.59,0.3,95.23,99.95,6.65,99.58,100.0,0.05,20.57,2.17,34.85,0.0,10.12,0.09,0.0,0.758,0.671,0.835,0.777,13.5
430085,74.98,2.28,14.92,51.85,94.2,83.56,13.08,9.96,2.09,1.05,7.38,0.98,7.82,3.17,8.69,0.48,2.91,6.21,11.37,23.11,34.44,55.65,599.72,30.42,93.88,168.41,0.42,99.17,96.43,15.07,99.84,99.84,3.13,32.84,12.76,44.38,6.36,12.11,2.46,0.16,0.691,0.57,0.833,0.694,12.8
430087,74.41,2.35,15.83,44.68,93.86,82.72,6.76,9.18,1.85,0.43,4.94,0.19,5.25,0.51,6.18,0.35,0.05,0.0,1.81,2.81,14.24,22.33,609.69,0.0,99.74,193.61,0.2,86.14,88.47,11.7,100.0,99.47,3.63,43.75,10.37,40.32,9.03,20.38,2.08,0.53,0.679,0.547,0.824,0.696,13.6
430090,76.38,1.26,13.73,41.57,94.85,85.39,13.42,10.73,0.0,1.28,4.38,1.21,4.57,0.48,5.06,0.54,0.48,0.61,2.62,6.4,10.59,18.9,1171.7,41.0,99.48,183.88,0.51,80.68,95.97,3.83,97.58,100.0,0.53,31.04,5.14,36.89,2.22,7.76,1.6,0.0,0.772,0.67,0.856,0.801,11.7
430100,76.62,1.28,13.36,38.24,94.98,85.73,10.03,9.87,0.28,0.45,1.88,0.63,1.97,0.26,2.21,0.36,0.02,0.0,1.09,3.17,6.62,17.21,850.06,0.0,103.07,199.06,0.22,97.4,99.0,7.7,99.58,99.97,0.33,23.75,3.39,28.28,0.89,15.07,0.07,0.03,0.769,0.706,0.86,0.75,11.4
430105,75.61,2.42,13.95,50.23,94.56,84.48,11.67,9.68,1.17,0.52,3.88,0.55,4.11,1.78,4.63,0.47,1.77,4.36,6.46,13.81,19.1,35.54,800.4,48.09,95.56,168.17,0.4,98.11,95.9,13.68,99.15,99.63,1.96,27.86,7.39,39.65,5.77,21.09,1.1,0.37,0.74,0.649,0.844,0.74,12.0
430107,76.59,1.31,12.51,45.24,95.1,85.88,12.42,8.86,2.56,0.81,4.6,1.05,4.83,1.33,5.44,0.53,3.09,6.79,7.17,15.07,22.11,30.9,883.18,11.83,58.46,167.92,0.52,79.1,92.66,27.29,90.17,100.0,1.67,40.63,11.21,65.35,0.0,2.79,6.0,0.0,0.669,0.461,0.86,0.756,10.7
430110,74.98,1.82,14.91,47.0,94.2,83.57,9.82,10.06,1.03,1.9,7.11,1.69,7.47,2.25,8.44,0.46,1.2,2.12,8.29,16.88,26.16,44.08,623.54,36.89,104.5,171.75,0.38,98.76,98.07,21.9,98.98,99.52,0.88,31.61,11.63,40.1,4.76,20.92,1.78,0.48,0.698,0.583,0.833,0.7,12.8
430120,75.9,2.09,13.52,42.65,94.72,84.9,7.94,10.38,1.68,1.36,7.07,1.28,7.5,2.16,8.7,0.47,3.28,6.06,10.63,19.98,24.21,39.22,654.51,34.2,85.77,155.49,0.42,84.79,92.05,12.31,93.11,99.26,0.66,35.37,11.2,35.59,4.39,13.87,0.26,0.74,0.707,0.589,0.848,0.708,11.6
430130,73.43,1.94,17.47,48.82,93.26,81.25,10.47,10.22,1.11,1.52,8.15,1.84,8.62,1.97,9.71,0.5,4.53,9.01,14.55,27.5,38.75,59.69,528.13,39.62,88.5,159.97,0.44,96.95,97.99,23.01,99.45,99.75,0.74,38.61,20.72,47.34,9.06,24.85,2.01,0.25,0.657,0.522,0.807,0.673,15.0
430140,74.04,1.66,16.44,43.37,93.63,82.17,9.98,9.58,1.84,0.64,8.27,0.63,8.9,1.96,10.32,0.41,1.42,3.2,7.09,14.33,19.44,37.86,675.18,38.88,93.17,165.63,0.3,94.24,97.5,11.15,96.8,100.0,0.48,37.0,10.4,47.96,5.28,11.04,0.45,0.0,0.694,0.575,0.817,0.713,14.1
430150,75.84,1.48,14.55,44.83,94.56,84.64,13.88,11.37,1.42,1.25,4.03,1.72,4.2,0.7,4.51,0.49,0.74,1.5,3.74,9.54,13.8,28.53,1016.34,55.21,94.9,173.04,0.43,89.94,98.26,10.21,99.43,99.88,0.19,35.4,5.91,32.02,3.6,5.84,0.26,0.12,0.743,0.621,0.847,0.779,12.4
430155,75.48,1.37,14.15,45.8,94.49,84.3,13.42,9.06,0.0,0.0,5.44,1.56,5.76,0.93,6.3,0.42,1.88,3.54,6.03,10.85,17.0,28.37,686.1,60.18,95.45,164.16,0.32,76.77,96.53,6.87,100.0,100.0,1.02,44.2,8.37,61.1,8.85,12.21,0.86,0.0,0.707,0.588,0.841,0.715,12.1
430160,75.86,1.87,13.6,47.19,94.69,84.81,10.2,10.34,1.11,1.19,4.93,1.14,5.2,1.1,5.95,0.56,3.14,6.26,8.96,17.54,27.21,45.24,795.56,40.86,84.49,162.44,0.57,99.23,98.15,25.97,99.67,99.66,0.23,21.91,9.81,31.26,6.15,16.3,2.22,0.34,0.74,0.647,0.848,0.739,11.57
430163,75.17,2.68,14.62,55.78,94.31,83.85,11.89,9.63,0.99,0.88,5.19,0.44,5.51,1.22,6.19,0.5,4.78,9.45,12.02,23.48,28.93,51.05,662.85,37.46,81.78,150.61,0.47,97.65,96.51,24.08,100.0,99.25,1.52,31.18,12.68,44.05,1.93,18.21,2.07,0.75,0.696,0.567,0.836,0.71,12.5
430165,75.14,1.47,15.66,40.23,94.16,83.65,10.54,10.36,0.0,0.79,3.06,0.57,3.19,0.84,3.68,0.4,0.67,2.17,1.14,2.41,5.7,12.66,947.28,46.98,71.94,204.96,0.29,93.35,98.43,5.24,99.79,99.94,0.1,27.8,3.1,27.14,0.0,15.68,0.26,0.06,0.748,0.652,0.836,0.767,13.4
430170,75.49,1.51,14.13,44.31,94.49,84.31,12.07,10.57,1.97,0.9,3.83,2.01,4.02,1.31,4.35,0.42,1.25,2.64,5.2,12.58,13.71,29.48,823.2,47.7,93.32,160.46,0.33,93.51,98.22,8.32,95.87,99.41,0.27,32.4,8.18,28.18,3.43,11.78,0.36,0.59,0.719,0.593,0.842,0.745,12.1
430175,74.28,2.35,16.04,46.54,93.78,82.53,7.77,9.68,2.04,1.93,9.75,0.94,10.41,2.98,12.1,0.53,12.38,17.34,24.69,38.19,46.6,64.15,441.81,25.18,65.6,130.05,0.5,70.01,90.33,16.7,98.72,99.37,1.43,59.32,30.71,76.96,5.34,13.96,2.28,0.63,0.61,0.428,0.821,0.645,13.7
430180,78.12,1.9,10.45,47.4,95.88,87.94,11.03,10.75,0.55,1.62,8.72,1.66,9.29,1.97,10.53,0.57,7.37,9.47,14.55,22.66,34.1,51.16,667.95,25.0,67.44,145.41,0.64,86.33,98.24,8.92,96.65,99.78,0.83,37.05,15.56,49.14,2.45,12.34,1.97,0.22,0.71,0.568,0.885,0.711,8.9
430185,75.68,1.74,13.84,48.94,94.6,84.59,9.26,10.54,2.59,0.62,9.92,0.84,10.6,1.87,12.49,0.48,5.03,6.64,8.06,11.94,24.04,38.01,609.31,34.25,63.5,155.76,0.42,93.82,92.07,15.48,98.91,99.64,4.98,26.41,8.52,41.09,4.05,12.2,1.82,0.36,0.734,0.672,0.845,0.696,11.8
430187,73.13,2.36,17.99,49.61,93.07,80.78,5.93,10.57,0.31,2.59,7.4,2.28,7.83,1.92,8.95,0.48,11.29,15.91,18.35,26.73,38.69,50.08,483.29,33.79,79.92,146.57,0.43,92.66,97.73,31.44,99.14,98.97,0.21,28.38,18.01,33.35,8.46,18.77,3.81,1.03,0.662,0.548,0.802,0.659,15.4
430190,74.32,2.46,15.98,49.06,93.8,82.58,10.56,9.94,3.53,1.38,7.03,1.53,7.43,1.91,8.42,0.48,4.56,9.35,11.24,23.62,32.66,57.05,589.16,34.4,81.7,166.83,0.42,95.8,96.75,20.36,99.28,98.6,1.22,35.23,14.71,39.16,3.01,18.43,2.08,1.4,0.67,0.529,0.822,0.691,13.7
430192,75.5,1.37,14.11,39.78,94.5,84.33,12.48,11.55,0.0,0.0,7.96,2.04,8.41,2.48,9.31,0.4,2.39,4.63,5.94,5.2,17.69,29.11,634.55,9.33,73.77,149.78,0.27,49.35,99.07,3.11,100.0,100.0,0.0,32.69,6.44,60.91,0.0,1.05,1.67,0.0,0.723,0.638,0.842,0.703,12.1
430195,76.36,1.34,12.84,41.33,94.98,85.55,8.62,11.17,0.76,0.88,5.17,0.0,5.49,0.67,6.34,0.39,0.38,0.82,2.71,6.13,8.34,17.35,757.01,29.0,96.43,174.5,0.27,83.43,99.68,11.0,98.73,100.0,0.32,20.08,3.12,43.02,0.0,10.73,0.14,0.0,0.763,0.71,0.856,0.731,11.0
430200,72.71,2.35,18.75,51.82,92.79,80.12,8.59,9.39,1.55,1.31,15.14,3.11,16.39,3.41,18.55,0.51,5.28,7.37,14.82,24.87,33.96,52.11,587.45,27.65,78.96,150.35,0.48,83.23,85.02,19.67,98.68,98.89,1.86,47.21,18.57,44.03,6.96,17.87,0.64,1.11,0.65,0.5,0.795,0.69,16.1
430205,73.03,2.49,18.17,61.55,93.0,80.63,9.06,8.85,2.12,0.6,13.81,3.07,15.3,8.72,17.93,0.48,16.33,27.64,31.18,45.89,53.2,73.32,336.44,30.16,62.24,116.9,0.51,92.43,67.37,40.18,100.0,98.65,17.61,33.3,19.4,39.19,8.73,26.3,1.86,1.35,0.619,0.492,0.801,0.601,15.6
430210,75.52,1.64,14.08,35.44,94.51,84.36,8.42,10.02,0.81,0.64,2.23,0.46,2.31,0.47,2.66,0.44,0.34,0.72,1.31,2.65,5.26,10.07,1196.56,36.0,91.26,177.5,0.35,97.34,99.27,9.02,99.88,99.91,0.19,18.23,2.2,22.09,3.71,12.56,0.48,0.09,0.778,0.695,0.842,0.805,12.1
430215,74.5,1.57,15.68,48.04,93.92,82.86,9.22,9.9,1.08,3.05,9.0,1.38,9.52,2.61,10.9,0.44,6.67,12.03,12.93,23.45,33.85,49.52,505.89,27.32,67.79,156.93,0.4,99.43,98.95,8.68,96.53,99.82,0.29,39.81,21.07,51.61,0.0,30.54,1.96,0.18,0.676,0.561,0.825,0.666,13.4
430220,75.02,1.27,15.85,39.52,94.09,83.48,10.69,11.23,0.74,0.59,1.88,0.71,1.97,0.0,2.18,0.43,0.7,2.21,2.58,6.62,8.48,16.64,909.95,53.96,87.64,181.08,0.32,99.28,99.22,6.09,99.72,99.57,0.47,23.72,3.63,28.32,0.0,5.36,0.32,0.43,0.762,0.697,0.834,0.761,13.5
430222,76.04,1.43,13.3,44.74,94.8,85.11,9.42,9.01,0.87,0.0,5.57,1.64,5.91,0.78,6.51,0.4,3.97,7.02,7.96,14.17,20.65,35.73,594.94,34.96,74.3,161.93,0.31,74.69,98.44,5.87,89.07,99.57,0.75,34.72,11.11,45.96,12.41,11.4,1.85,0.43,0.703,0.59,0.851,0.692,11.4
430223,77.02,2.03,11.91,41.48,95.33,86.47,9.11,8.87,0.71,0.0,5.01,1.13,5.34,1.06,6.06,0.45,5.38,9.53,8.62,16.95,24.99,40.32,633.52,26.61,61.76,153.87,0.37,93.69,99.49,6.99,99.64,99.86,0.0,23.49,9.84,43.95,3.63,5.93,2.59,0.14,0.731,0.641,0.867,0.703,10.2
430225,76.11,1.4,13.21,39.92,94.84,85.2,15.13,11.01,0.0,0.0,7.36,0.4,7.72,1.7,8.61,0.45,0.43,0.0,1.66,1.76,8.05,19.64,964.35,27.51,87.99,178.38,0.34,93.44,99.54,2.27,93.08,100.0,0.0,37.66,3.83,59.7,0.0,2.76,0.24,0.0,0.728,0.587,0.852,0.77,11.3
430230,74.89,2.27,15.06,55.47,94.15,83.43,10.04,8.63,1.48,1.11,7.91,2.24,8.4,3.72,9.4,0.52,2.62,2.87,11.04,19.86,34.56,53.88,611.26,21.86,86.08,161.91,0.48,86.91,95.33,14.72,99.04,99.25,1.13,37.64,16.78,43.27,10.68,19.31,3.04,0.75,0.666,0.51,0.832,0.697,12.9
430235,75.18,1.45,15.61,36.13,94.18,83.7,7.31,9.71,0.88,0.18,1.72,0.65,1.82,0.56,2.07,0.37,0.24,0.38,0.62,1.27,7.88,16.13,855.42,49.56,78.94,200.83,0.24,97.74,98.99,4.32,99.0,100.0,0.23,23.18,3.36,26.64,0.0,12.67,0.52,0.0,0.746,0.661,0.836,0.751,13.3
430237,75.42,2.0,14.23,47.44,94.45,84.22,10.82,10.98,2.08,1.52,10.21,4.4,10.89,1.37,12.01,0.52,5.89,8.32,14.03,25.82,32.63,51.13,623.82,38.83,76.26,149.9,0.49,78.9,88.27,16.91,99.43,99.72,3.67,30.8,11.93,47.54,0.0,14.45,2.79,0.28,0.723,0.643,0.84,0.7,12.2
430240,76.39,1.53,12.79,42.33,95.0,85.6,9.35,9.83,1.26,0.5,3.42,0.31,3.62,0.63,4.22,0.38,0.56,1.18,3.27,7.28,9.75,19.32,728.62,43.97,101.0,170.9,0.26,94.45,99.13,8.99,99.95,100.0,0.58,25.55,4.07,29.2,3.16,13.01,0.45,0.0,0.739,0.649,0.857,0.725,11.0
430245,75.59,2.13,13.98,45.65,94.55,84.45,7.73,10.11,1.79,1.28,10.77,2.75,11.59,3.71,13.39,0.47,2.26,3.28,9.88,17.65,22.94,38.86,726.61,22.83,87.19,151.54,0.4,92.7,93.84,11.95,99.71,99.73,1.76,36.62,12.17,52.81,9.12,13.74,0.89,0.27,0.7,0.562,0.843,0.725,12.0
430250,74.24,1.9,16.1,47.38,93.76,82.48,10.76,9.98,0.63,1.75,7.96,0.66,8.46,1.66,9.54,0.49,4.93,8.41,15.71,28.73,39.89,60.78,502.18,27.89,82.63,156.2,0.42,90.34,96.86,14.22,95.8,99.24,0.75,34.7,15.08,51.01,7.62,21.16,3.11,0.76,0.692,0.608,0.821,0.665,13.8
430258,76.18,1.74,14.02,48.15,94.75,85.12,15.23,10.93,0.91,0.93,5.16,0.51,5.43,3.13,6.07,0.42,0.5,0.68,3.63,6.42,8.12,15.11,982.06,63.52,98.82,155.01,0.32,92.31,99.73,6.23,98.01,99.95,0.0,31.27,2.66,55.2,5.5,4.06,0.36,0.05,0.745,0.628,0.853,0.773,12.0
430260,74.81,2.21,15.18,50.73,94.1,83.33,10.7,10.54,0.43,1.85,13.78,0.56,14.76,4.2,17.0,0.47,10.21,19.41,22.26,41.07,39.73,62.04,475.39,33.79,71.16,130.78,0.45,88.52,76.12,18.16,97.9,99.62,13.19,36.95,17.76,55.77,3.37,13.6,1.53,0.38,0.674,0.563,0.83,0.656,13.0
430265,76.06,1.34,13.28,44.96,94.81,85.13,14.52,10.54,1.66,0.96,3.33,1.03,3.46,1.47,3.83,0.36,0.0,0.0,1.28,2.73,10.46,23.39,720.21,0.0,114.37,185.25,0.22,99.1,98.14,8.45,98.48,99.61,0.65,43.96,5.87,32.94,0.0,11.27,0.12,0.39,0.699,0.554,0.851,0.723,11.4
430270,75.85,2.41,13.59,47.97,94.69,84.83,9.12,9.43,2.98,2.22,8.46,2.21,8.92,2.13,10.16,0.47,3.46,6.13,9.74,17.21,32.69,52.23,590.45,27.32,85.76,167.29,0.41,99.05,96.18,20.94,99.69,99.41,0.31,35.09,17.93,43.56,7.02,26.79,2.33,0.59,0.689,0.558,0.848,0.691,11.6
